Date,SandP_Adj_Close_pct_change,DJI_Adj_Close_pct_change
7/26/22,-1.154319307,-0.714284821
7/27/22,2.615625917,1.372886831
7/28/22,1.213338271,1.031257308
7/29/22,1.420773347,0.969884994
8/1/22,-0.282304632,-0.142273756
8/2/22,-0.666240959,-1.226370799
8/3/22,1.563848171,1.28512105
8/4/22,-0.077734485,-0.26112
8/5/22,-0.162574604,0.234211573
8/8/22,-0.123757898,0.088618674
8/9/22,-0.424873069,-0.177049963
8/10/22,2.129063401,1.632676225
8/11/22,-0.070542297,0.081538275
8/12/22,1.732239671,1.273012571
8/15/22,0.396948705,0.448416148
8/16/22,0.187566614,0.70643693
8/17/22,-0.723775899,-0.502722973
8/18/22,0.226951549,0.055090711
8/19/22,-1.289994257,-0.859730157
8/22/22,-2.140012487,-1.908016023
8/23/22,-0.223780144,-0.465829351
8/24/22,0.291615097,0.181223771
8/25/22,1.4091582,0.978336467
8/26/22,-3.368801082,-3.028915846
8/29/22,-0.666640379,-0.571222362
8/30/22,-1.102810741,-0.959905592
8/31/22,-0.781704698,-0.882140061
9/1/22,0.299620733,0.463306911
9/2/22,-1.073647857,-1.067650732
9/6/22,-0.409503957,-0.552837242
9/7/22,1.834097114,1.399825977
9/8/22,0.661076869,0.611881469
9/9/22,1.527140568,1.187083235
9/12/22,1.058426104,0.714207736
9/13/22,-4.323656278,-3.941683698
9/14/22,0.338699465,0.0968334
9/15/22,-1.131776149,-0.556510355
9/16/22,-0.718212926,-0.450231931
9/19/22,0.685714876,0.639988684
9/20/22,-1.12721128,-1.010487536
9/21/22,-1.71164933,-1.701446254
9/22/22,-0.842759629,-0.354826334
9/23/22,-1.723261637,-1.616767542
9/26/22,-1.034054202,-1.113874394
9/27/22,-0.212035983,-0.429994932
9/28/22,1.967214014,1.883474132
9/29/22,-2.112641972,-1.543370209
9/30/22,-1.506673589,-1.711170443
10/3/22,2.588394755,2.664460962
10/4/22,3.058370011,2.798932145
10/5/22,-0.201797448,-0.140023591
10/6/22,-1.024507834,-1.145971757
10/7/22,-2.800358925,-2.105627906
10/10/22,-0.749245809,-0.320547063
10/11/22,-0.651922965,0.124337052
10/12/22,-0.32907569,-0.09692471
10/13/22,2.596567543,2.834118144
10/14/22,-2.366270562,-1.344564615
10/17/22,2.648008551,1.859264926
10/18/22,1.142756155,1.119664796
10/19/22,-0.667207888,-0.327580445
10/20/22,-0.795094123,-0.296544055
10/21/22,2.3724828,2.469110976
10/24/22,1.188195323,1.341781372
10/25/22,1.626664981,1.070235133
10/26/22,-0.738771375,0.00744423
10/27/22,-0.608259803,0.609847449
10/28/22,2.462637565,2.586435107
10/31/22,-0.745438419,-0.392096598
11/1/22,-0.410126085,-0.243638291
11/2/22,-2.500194497,-1.547903421
11/3/22,-1.058597916,-0.455739373
11/4/22,1.361868227,1.256107183
11/7/22,0.961398205,1.307832987
11/8/22,0.559787748,1.016937277
11/9/22,-2.077787733,-1.950765406
11/10/22,5.543447235,3.695122769
11/11/22,0.924079396,0.096365545
11/14/22,-0.893579402,-0.625698933
11/15/22,0.871312149,0.167637245
11/16/22,-0.825206114,-0.116363805
11/17/22,-0.30893278,-0.022381946
11/18/22,0.475857456,0.59431258
11/21/22,-0.388365184,-0.134565333
11/22/22,1.357995311,1.180464969
11/23/22,0.591470634,0.281423305
11/25/22,-0.028307087,0.447358401
11/28/22,-1.54441497,-1.448655095
11/29/22,-0.159185053,0.009069569
11/30/22,3.094781473,2.177798823
12/1/22,-0.086762367,-0.563056649
12/2/22,-0.119463176,0.101380985
12/5/22,-1.789424565,-1.402212264
12/6/22,-1.439917576,-1.033254682
12/7/22,-0.186234859,0.004702893
12/8/22,0.752175947,0.546343345
12/9/22,-0.734954624,-0.902920772
12/12/22,1.427925111,1.57896026
12/13/22,0.72897037,0.304660721
12/14/22,-0.605276579,-0.417167029
12/15/22,-2.492165834,-2.249667686
12/16/22,-1.113777835,-0.848617954
12/19/22,-0.900746555,-0.494889804
12/20/22,0.103728462,0.281461917
12/21/22,1.486804026,1.603483011
12/22/22,-1.445168676,-1.045616554
12/23/22,0.586805637,0.534221644
12/27/22,-0.40496044,0.113329958
12/28/22,-1.202063067,-1.100580117
12/29/22,1.746131602,1.049680752
12/30/22,-0.254073489,-0.221397438
1/3/23,-0.40005209,-0.032823236
1/4/23,0.753894993,0.402578798
1/5/23,-1.164556174,-1.021016977
1/6/23,2.284078674,2.127325533
1/9/23,-0.076763507,-0.335884481
1/10/23,0.69782559,0.556274082
1/11/23,1.284939721,0.797855454
1/12/23,0.34159527,0.638624602
1/13/23,0.399681661,0.329453346
1/17/23,-0.203046193,-1.14207053
1/18/23,-1.556263264,-1.810305551
1/19/23,-0.763834802,-0.758027159
1/20/23,1.891839902,1.001465899
1/23/23,1.18813576,0.761247251
1/24/23,-0.071147641,0.310441171
1/25/23,-0.018172992,0.029287993
1/26/23,1.100786312,0.609207488
1/27/23,0.249480966,0.084449185
1/30/23,-1.296873158,-0.768112854
1/31/23,1.464245091,1.094252203
2/1/23,1.045233773,0.020301566
2/2/23,1.469942052,-0.114451781
2/3/23,-1.035466151,-0.375668719
2/6/23,-0.61404866,-0.103136207
2/7/23,1.287252985,0.783894967
2/8/23,-1.108069164,-0.608021445
2/9/23,-0.196704113,-0.23237791
